Date,Benchmark Eurostoxx50,Benchmark Stoxx600,Consumer,Energy,Finance,Healthcare,Industrial,Materials,Technology
2010-01-04,3017.800048828125,257.6499938964844,24.226776123046875,488.5719909667969,13.012828826904297,5.039999961853027,20.063865661621094,32.82962417602539,26.62196922302246
2010-01-05,3012.360107421875,257.5899963378906,24.110828399658203,488.5719909667969,13.012828826904297,5.039999961853027,20.095613479614254,33.12298583984375,26.497861862182617
2010-01-06,3009.659912109375,257.9599914550781,24.125324249267575,488.5719909667969,13.012828826904297,5.039999961853027,20.246410369873047,33.658668518066406,26.46063232421875
2010-01-07,3007.340087890625,258.0400085449219,24.24127578735352,488.5719909667969,13.012828826904297,5.039999961853027,20.32577514648437,33.70329666137695,26.37995338439941
2010-01-08,3017.85009765625,259.1499938964844,24.29200935363769,488.5719909667969,13.012828826904297,5.039999961853027,20.452760696411133,34.0859260559082,26.584732055664062
2010-01-11,3010.239990234375,258.8099975585937,24.30650329589844,488.5719909667969,13.012828826904297,5.039999961853027,20.476572036743164,33.7415657043457,26.74608612060547
2010-01-12,2976.889892578125,256.3800048828125,24.06734848022461,488.5719909667969,13.012828826904297,5.039999961853027,20.135290145874023,32.91891098022461,26.280668258666992
2010-01-13,2978.409912109375,256.9599914550781,24.32098960876465,488.5719909667969,13.012828826904297,5.039999961853027,20.23052978515625,33.00181579589844,26.52888298034668
2010-01-14,2989.7099609375,258.8399963378906,24.451438903808597,488.5719909667969,13.012828826904297,5.039999961853027,20.38133430480957,33.582130432128906,26.646787643432617
2010-01-15,2940.25,256.44000244140625,24.50217056274414,488.5719909667969,13.012828826904297,5.039999961853027,20.22259330749512,33.11022186279297,25.833860397338867
2010-01-18,2957.8701171875,258.2099914550781,24.95148086547852,488.5719909667969,13.012828826904297,5.039999961853027,20.32577514648437,33.76707458496094,25.833860397338867
2010-01-19,2984.820068359375,260.260009765625,25.16164970397949,488.5719909667969,13.012828826904297,5.039999961853027,20.4606990814209,34.15608215332031,26.14414405822754
2010-01-20,2914.60009765625,256.29998779296875,24.929744720458984,488.5719909667969,13.012828826904297,5.039999961853027,20.151168823242188,32.84877014160156,25.26914978027344
2010-01-21,2863.25,252.75999450683597,24.56014060974121,488.5719909667969,13.012828826904297,5.039999961853027,19.849578857421875,31.5286865234375,24.40036392211914
2010-01-22,2836.800048828125,249.91000366210935,24.27750587463379,488.5719909667969,13.012828826904297,5.039999961853027,19.64322280883789,31.36288833618164,24.015623092651367
2010-01-25,2807.300048828125,248.2899932861328,24.31374168395996,488.5719909667969,13.012828826904297,5.039999961853027,19.611469268798828,31.08229255676269,24.18317031860352
2010-01-26,2827.739990234375,249.41000366210935,24.647096633911133,488.5719909667969,13.012828826904297,5.039999961853027,19.72258949279785,30.7379207611084,24.12112045288086
2010-01-27,2787.39990234375,247.30999755859372,24.784799575805664,488.5719909667969,13.012828826904297,5.039999961853027,19.71465492248535,30.29789161682129,24.071481704711918
2010-01-28,2737.330078125,244.6100006103516,24.458675384521484,488.5719909667969,13.012828826904297,5.039999961853027,19.413057327270508,29.56451988220215,23.506763458251957
2010-01-29,2776.830078125,246.9600067138672,24.741323471069336,488.5719909667969,13.012828826904297,5.039999961853027,19.627347946166992,29.947145462036133,23.233715057373047
2010-02-01,2793.2900390625,248.4199981689453,24.734071731567383,488.5719909667969,13.012828826904297,5.039999961853027,19.68291282653809,30.393552780151367,23.83566093444824
2010-02-02,2830.010009765625,250.8000030517578,24.94423484802246,488.5719909667969,13.012828826904297,5.039999961853027,19.968624114990234,31.248083114624023,24.282470703125
2010-02-03,2804.610107421875,249.3999938964844,24.907995223999023,488.5719909667969,13.012828826904297,5.039999961853027,19.913068771362305,30.75067710876465,23.95978164672852
2010-02-04,2707.449951171875,242.6999969482422,24.429697036743164,488.5719909667969,13.012828826904297,5.039999961853027,19.42098999023437,29.373210906982425,22.5386962890625
2010-02-05,2631.639892578125,237.4600067138672,23.89341735839844,488.5719909667969,13.012828826904297,5.039999961853027,19.024158477783203,28.831151962280277,22.14774513244629
2010-02-08,2664.2900390625,238.91000366210935,24.11806869506836,488.5719909667969,13.012828826904297,5.039999961853027,19.024158477783203,29.20102310180664,21.949159622192383
2010-02-09,2668.429931640625,239.19000244140625,24.154312133789062,488.5719909667969,12.139519691467283,5.039999961853027,19.119400024414062,29.806848526000977,22.85517692565918
2010-02-10,2700.169921875,240.91000366210935,24.30650329589844,488.5719909667969,12.139519691467283,5.039999961853027,19.159086227416992,29.17552375793457,22.669008255004883
2010-02-11,2680.25,241.7400054931641,24.668851852416992,488.5719909667969,12.139519691467283,5.039999961853027,19.34956741333008,29.979040145874023,22.5759334564209
2010-02-12,2674.4599609375,241.0200042724609,24.71958351135254,488.5719909667969,11.821431159973145,5.039999961853027,19.07971954345703,29.762208938598636,22.364933013916016
2010-02-15,2683.830078125,241.9199981689453,24.676097869873047,488.5719909667969,11.821431159973145,5.039999961853027,19.174955368041992,30.151220321655277,22.364933013916016
2010-02-16,2720.77001953125,244.3800048828125,24.429697036743164,488.5719909667969,12.075902938842772,5.039999961853027,19.317819595336918,30.98664093017578,23.059968948364254
2010-02-17,2762.25,247.69000244140625,24.88625717163086,488.5719909667969,12.515447616577148,5.039999961853027,19.70671844482422,31.27998352050781,23.004121780395508
2010-02-18,2778.300048828125,249.13999938964844,25.212383270263672,488.5719909667969,12.521231651306152,5.039999961853027,20.01624298095703,31.739133834838867,23.20269012451172
